name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
1. Kaptain Kaos,0.67,0.25,0.05,0.44,0.67,0.00,0.00,0.20,0.00,0.67,0.75,1.00,0.00,0.69,0.60,0.00,0.60,0.20,0.92,0.00
2. Last Of The Line,0.67,0.21,0.05,0.47,0.67,0.17,0.33,0.33,0.00,0.78,0.60,0.71,0.00,0.82,0.25,0.00,0.25,0.00,0.84,0.00
3. Notorious One,0.43,0.17,0.02,0.30,0.43,0.04,0.00,0.00,0.00,0.27,0.63,0.33,0.00,0.33,0.50,1.00,0.55,0.17,-0.02,0.00
4. Titan Blinders,0.61,0.25,0.10,0.16,0.61,0.08,0.67,0.44,0.50,1.00,0.64,1.00,0.00,0.63,0.20,1.00,0.33,0.50,-0.24,0.00
5. Platoon,0.45,0.20,0.01,0.10,0.45,0.07,0.53,0.20,0.00,0.47,0.54,0.50,0.00,0.47,0.25,0.00,0.25,0.36,-0.26,0.00
6. Alaskan God,0.83,0.50,0.03,0.83,0.83,0.24,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,1.57,0.00
7. Devoted,0.75,0.38,0.05,0.50,0.75,0.07,0.00,0.80,0.00,0.50,0.50,0.00,0.00,0.67,1.00,0.00,1.00,0.00,0.33,0.00
8. Dom To Shoot,0.62,0.26,0.03,0.19,0.62,0.15,0.33,0.56,0.00,0.65,0.40,0.50,0.00,0.62,0.00,0.00,0.00,0.50,0.52,0.00
9. Em Tee Aye,0.59,0.32,0.20,0.16,0.59,0.00,0.00,0.82,1.00,0.50,0.77,0.78,0.00,0.50,1.00,1.00,1.00,1.00,0.41,1.00
10. Excellent Dream,0.58,0.20,0.01,0.19,0.58,0.09,0.00,0.40,0.75,0.70,0.50,0.00,0.00,0.58,0.58,0.00,0.58,0.00,-0.12,0.00
11. Let's Galahvant,0.73,0.50,0.17,0.53,0.73,0.13,0.67,0.77,1.00,0.00,0.80,0.00,0.00,0.63,0.83,1.00,0.86,0.00,1.45,0.00
12. Neufbosc,0.29,0.17,0.01,0.14,0.29,0.05,0.00,0.13,0.00,0.33,0.14,0.25,0.00,0.33,0.00,0.00,0.00,0.13,0.37,0.00
13. Searchin' Roc's,0.75,0.38,0.05,0.50,0.75,0.09,0.80,0.60,0.00,0.75,0.67,1.00,0.00,0.57,1.00,1.00,1.00,1.00,1.54,0.00
14. Startrade,0.66,0.36,0.10,0.38,0.66,0.12,0.67,0.69,0.33,0.00,0.75,0.00,0.00,0.62,1.00,0.00,1.00,0.00,0.52,1.00
15. Treasured Star,0.67,0.33,0.02,0.50,0.67,0.17,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.60,0.00,1.00,1.00,0.00,-0.06,1.00
16. Trix Of The Trade,0.92,0.78,0.25,0.67,0.92,0.11,0.92,0.88,1.00,0.86,1.00,1.00,0.00,0.88,1.00,1.00,1.00,0.00,0.96,1.00
17e. Karli's Karma,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18e. Rokanori,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Pym's Royale,0.43,0.14,0.08,0.24,0.43,0.00,0.00,0.00,0.00,0.45,0.44,0.25,0.00,0.45,0.36,0.00,0.36,0.00,-0.34,0.00
2. Big Bada Boom,0.48,0.17,0.03,0.33,0.48,0.17,0.50,0.11,0.00,0.36,0.33,0.33,0.00,0.53,0.00,0.00,0.00,0.38,0.68,0.00
3. Brooklyn Pier,0.46,0.33,0.03,0.15,0.46,0.07,0.41,0.44,0.50,0.44,0.63,0.80,0.00,0.52,0.00,0.50,0.20,0.36,-0.18,1.00
4. Kaymay,0.46,0.40,0.04,0.23,0.46,0.22,0.67,0.63,0.00,0.56,0.20,0.33,0.00,0.55,0.00,0.00,0.00,0.50,0.27,0.00
5. Ginger Green,0.74,0.40,0.10,0.21,0.74,0.14,0.57,0.79,0.67,0.50,0.50,0.00,0.00,0.82,0.63,0.00,0.63,0.00,0.27,1.00
6. Phoneme,0.42,0.25,0.03,0.16,0.42,0.08,0.00,0.71,0.00,0.62,0.48,0.57,0.00,0.57,0.08,0.00,0.08,0.38,-0.24,0.00
7. Probity,0.60,0.29,0.07,0.20,0.60,0.16,1.00,0.50,0.25,0.25,0.20,0.00,0.00,0.44,1.00,0.50,0.83,0.50,-0.04,0.00
8. Reign Of Fire,0.41,0.20,0.08,0.15,0.41,0.12,0.40,0.31,0.33,0.20,0.00,0.00,0.00,0.39,0.60,0.25,0.44,0.36,-0.55,1.00
9. Special View,0.47,0.17,0.02,0.21,0.47,0.14,0.00,0.25,0.00,0.13,0.00,0.00,0.00,0.47,0.33,1.00,0.50,0.50,-0.18,1.00
10. Zero Demerits,0.28,0.21,0.08,0.14,0.28,0.00,0.00,0.30,0.33,0.14,0.30,0.00,0.00,0.29,0.27,0.00,0.27,0.23,0.13,0.00
12. Ground Braker,0.32,0.23,0.04,0.18,0.32,0.19,0.00,0.29,0.00,0.27,0.14,0.33,0.00,0.29,0.67,0.00,0.40,0.00,-0.25,0.00
11. Duke Of Magnus,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Demolish,0.63,0.37,0.25,0.13,0.63,0.13,0.57,0.71,0.50,0.60,0.00,0.00,0.00,0.67,0.50,0.00,0.50,0.00,-0.54,1.00
2. Playhouse Patron,0.29,0.21,0.00,0.00,0.29,0.04,0.33,0.29,0.50,0.20,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,-1.00,0.00
3. Central Force,0.67,0.38,0.14,0.33,0.67,0.31,1.00,0.67,0.67,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,-0.32,1.00
4. Missile Storm,0.50,0.33,0.00,0.00,0.50,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-1.00,1.00
5. Amjaad,0.50,0.40,0.25,0.50,0.50,0.20,1.00,0.50,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.85,0.00
6. Sesswa,0.40,0.28,0.13,0.20,0.40,0.12,0.00,0.40,0.33,0.50,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,-0.66,1.00
7. Pollash,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
1. Field Of Battle,0.40,0.24,0.00,0.00,0.40,0.10,1.00,0.40,0.67,0.50,0.50,0.50,0.00,0.40,0.00,0.00,0.00,0.50,-1.00,1.00
2. Royal Accolade,0.50,0.29,0.00,0.00,0.50,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,-1.00,1.00
3. Circus Star,0.00,0.20,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
4. Lucky Foo Foo,0.56,0.24,0.00,0.00,0.56,0.09,0.00,0.50,0.00,0.00,0.67,0.00,0.00,0.67,0.33,0.00,0.33,0.56,-1.00,0.00
5. I'm A Special Girl,0.17,0.19,0.00,0.00,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.25,0.17,-1.00,0.00
6. Samaria,1.00,0.33,0.00,0.00,1.00,0.15,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,-1.00,1.00
7. Ruling Majority,0.00,0.13,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
9. Tin Chooks,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10. Little Miss Chatte,0.00,0.17,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
11. Crystal Rose,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12e. Orchilla,0.05,0.17,0.00,0.00,0.05,0.09,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,-1.00,1.00
13e. Pierra Art,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8. Speak To Me,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Prepare For Change,0.43,0.21,0.00,0.00,0.43,0.08,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.75,0.43,-1.00,0.00
2. Ouqburra,0.20,0.15,0.00,0.00,0.20,0.12,0.20,0.25,0.00,0.00,1.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,-1.00,0.00
3. Argent Sauvage,0.50,0.25,0.00,0.00,0.50,0.13,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.50,-1.00,0.00
4. The Big Galoot,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5. Kosta's Crown,0.63,0.29,0.00,0.00,0.63,0.08,0.67,0.60,0.50,0.67,0.00,0.00,0.00,0.80,0.33,0.00,0.33,0.00,-1.00,1.00
6. Delta Anne,0.07,0.21,0.00,0.00,0.07,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.07,-1.00,0.00
7. Rustic Rose,0.25,0.19,0.00,0.00,0.25,0.00,0.00,0.25,0.50,0.00,0.25,0.00,0.00,0.14,1.00,0.00,1.00,0.25,-1.00,0.00
8. Alaskalot,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
9. Scenery,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10. Mystic Jane,0.50,0.23,0.00,0.00,0.50,0.00,0.00,0.50,0.67,0.00,0.00,0.00,0.00,0.33,1.00,0.00,1.00,1.00,-1.00,1.00
11. Grey Mistress,0.33,0.21,0.00,0.00,0.33,0.25,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,-1.00,1.00
13e. Bill Selects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12e. Cherished Trade,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15e. Gapsbetweentheears,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14e. Safe Rest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2. Oceanic Rider,0.67,0.30,0.10,0.22,0.67,1.00,1.00,0.67,0.50,0.33,0.75,1.00,0.00,0.67,0.67,0.00,0.67,0.00,-0.49,1.00
3. The Coolakin King,0.75,0.44,0.03,0.25,0.75,0.06,1.00,0.75,0.00,1.00,1.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,1.00
4. Tiffany Street,0.80,0.45,0.04,0.40,0.80,0.25,1.00,0.80,0.67,0.67,0.50,0.00,0.00,0.75,1.00,0.00,1.00,1.00,0.16,0.00
5. Sunny Honey,0.33,0.22,0.02,0.33,0.33,0.18,1.00,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,5.00,1.00
6. Comealilbitcloser,0.45,0.25,0.01,0.03,0.45,0.08,1.00,0.44,1.00,0.50,1.00,1.00,0.00,0.48,0.40,0.00,0.33,0.25,-0.68,0.00
7. Prawns Eleven,1.00,0.60,0.07,0.67,1.00,0.30,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.33,1.00
8. Sisu Warrior,0.33,0.21,0.08,0.33,0.33,0.13,0.33,0.33,0.50,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.33,0.00,1.67,0.00
9. Snippagem,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Success Play,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Magical Gem,0.17,0.17,0.05,0.17,0.17,0.06,0.33,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.00,0.33,0.00
2. Too Much Talk,0.75,0.32,0.17,0.13,0.75,0.10,1.00,0.75,1.00,0.00,0.50,0.00,0.00,0.75,1.00,0.50,0.75,0.00,-0.31,1.00
3. Vital Gem,0.50,0.27,0.03,0.13,0.50,0.06,0.50,0.67,0.33,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.33,-0.65,1.00
4. My Boy Chris,0.40,0.29,0.03,0.10,0.40,0.25,1.00,0.50,0.00,0.33,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,-0.65,1.00
5. Allaboutthecraic,0.20,0.21,0.11,0.07,0.20,0.16,0.00,0.20,0.33,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,-0.57,0.00
6. Upper Limits,1.00,0.44,0.17,0.25,1.00,0.18,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.10,1.00
7. Domineer,0.14,0.18,0.10,0.03,0.14,0.08,0.00,0.00,0.00,0.17,0.13,0.00,0.00,0.18,0.13,0.00,0.08,0.13,-0.76,0.00
8. Global Ruler,0.15,0.15,0.06,0.02,0.15,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.14,0.18,0.00,0.17,0.08,-0.73,0.00
9. The Bartender,0.22,0.19,0.03,0.11,0.22,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,-0.28,0.00
1. Etomorp,0.71,0.33,0.06,0.14,0.71,0.18,0.67,0.50,0.00,0.50,0.00,0.00,0.00,0.75,1.00,0.50,0.67,0.00,-0.77,1.00
2. Birkett Boy,1.00,0.67,0.25,0.50,1.00,0.18,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.25,1.00
3. Frech,0.50,0.21,0.00,0.00,0.50,0.10,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-1.00,0.00
4. King Kashoo,0.50,0.28,0.02,0.17,0.50,0.17,0.25,0.50,1.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.50,-0.74,0.00
5. Barry's Choix,0.13,0.20,0.01,0.07,0.13,0.09,0.40,0.17,0.50,0.00,0.00,0.00,0.00,0.08,0.33,0.00,0.33,0.00,-0.57,0.00
6. Reliable Choice,0.33,0.22,0.02,0.17,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,-0.76,0.00
7. Man From Memphis,0.17,0.24,0.09,0.03,0.17,0.00,0.00,0.29,0.33,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,-0.79,1.00
8. Glenburn Hotel,0.25,0.21,0.02,0.04,0.25,0.11,0.25,0.18,0.20,0.00,0.00,0.00,0.00,0.20,0.30,0.22,0.26,0.38,-0.85,0.00
9. God's Dream,0.11,0.17,0.20,0.06,0.11,0.11,0.20,0.20,0.25,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.17,0.00
10. Paigey's Turn,0.19,0.18,0.02,0.06,0.19,0.09,0.17,0.25,0.33,0.17,0.50,0.50,0.00,0.20,0.00,0.00,0.00,0.25,-0.81,1.00
11. Royal Choisir,0.14,0.16,0.09,0.02,0.14,0.11,0.00,0.12,0.00,0.17,0.00,0.00,0.00,0.14,0.17,0.00,0.14,0.32,-0.89,0.00
12e. Cohen's Pan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Lautre,0.33,0.40,0.03,0.17,0.33,0.15,0.60,0.40,0.00,0.20,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,-0.05,1.00
2. Roch Legacy,0.58,0.24,0.03,0.17,0.58,0.17,0.67,0.63,0.00,0.25,0.50,0.00,0.00,0.58,0.00,0.00,0.00,0.50,0.04,1.00
3. Beanie,0.39,0.31,0.02,0.09,0.39,0.13,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.35,0.42,1.00,0.46,0.33,-0.24,0.00
4. Marchamley,0.44,0.33,0.07,0.22,0.44,0.06,0.00,0.44,0.33,0.00,0.00,0.00,0.00,0.29,1.00,1.00,1.00,0.00,1.54,0.00
6. Tiff's Lad,0.50,0.26,0.03,0.10,0.50,0.09,1.00,0.56,0.67,0.25,1.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,8.10,0.00
7. Sketta,0.40,0.23,0.05,0.20,0.40,0.10,0.00,0.30,0.00,0.33,0.00,0.00,0.00,0.20,0.57,0.33,0.50,0.43,0.29,0.00
8. Bigdayonit,0.33,0.21,0.08,0.07,0.33,0.24,1.00,0.42,0.60,0.00,0.00,0.00,0.00,0.25,0.67,0.00,0.67,0.00,-0.20,1.00
9. Lord Gannicus,0.80,0.42,0.25,0.40,0.80,0.17,1.00,0.80,0.67,1.00,0.00,0.00,0.00,1.00,0.50,0.00,0.50,0.00,-0.20,1.00
10. Jarman,0.39,0.19,0.02,0.08,0.39,0.16,0.50,0.38,0.67,0.38,0.50,1.00,0.00,0.39,0.43,0.00,0.43,0.39,-0.13,0.00
11. Run Like Fire,0.14,0.18,0.03,0.10,0.14,0.07,0.50,0.33,0.00,0.20,0.00,0.00,0.00,0.13,0.00,1.00,0.20,0.20,1.10,0.00
12e. Dancing Jack,0.35,0.21,0.05,0.04,0.35,0.00,0.00,0.43,0.40,0.17,0.60,0.00,0.00,0.21,0.50,1.00,0.59,0.67,-0.51,0.00
14e. Holyoake,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5. Mong Khon,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13e. Rightful Heir,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15e. Zac Luvs To Fly,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Agent Jay,0.37,0.18,0.01,0.17,0.37,0.00,0.00,0.18,0.40,0.15,0.27,0.20,0.00,0.32,0.36,1.00,0.46,0.50,-0.14,0.00
2. Critical Altitude,0.63,0.33,0.20,0.19,0.63,0.07,0.60,0.73,0.50,0.64,0.70,0.80,0.00,0.69,0.33,0.00,0.33,1.00,0.38,1.00
3. Al Quepone,0.37,0.24,0.03,0.16,0.37,0.00,0.00,0.54,0.50,0.33,0.64,0.50,0.00,0.47,0.00,0.00,0.00,0.00,-0.06,0.00
4. Michelada,0.33,0.27,0.03,0.25,0.33,0.23,0.50,0.43,0.00,0.57,0.33,0.50,0.00,0.36,0.00,0.00,0.00,1.00,-0.18,1.00
5. Ay Tee Emm,0.32,0.21,0.02,0.09,0.32,0.05,0.34,0.18,0.00,0.24,0.33,0.29,0.00,0.27,0.44,0.00,0.42,0.33,-0.39,1.00
6. Queenship,0.54,0.27,0.25,0.23,0.54,0.17,0.44,0.63,0.60,0.00,0.50,0.00,0.00,0.67,0.25,0.67,0.43,1.00,0.48,0.00
7. Woodbug,0.38,0.33,0.11,0.15,0.38,0.00,0.00,0.40,0.50,0.00,0.44,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.09,0.00
8. Hammarmill,1.00,0.60,0.04,0.33,1.00,0.10,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,7.67,1.00
9. Zenaze,0.54,0.20,0.07,0.15,0.54,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.58,0.00,0.00,0.00,1.00,-0.48,0.00
10. Bayzel,0.25,0.15,0.03,0.03,0.25,0.16,0.50,0.21,0.00,0.00,0.14,0.00,0.00,0.27,0.22,0.00,0.20,0.00,-0.80,0.00
11. Klondike Kenny,0.32,0.21,0.02,0.09,0.32,0.18,0.00,0.24,0.67,0.18,0.35,0.10,0.00,0.35,0.00,0.00,0.00,0.11,-0.25,0.00
1. Brave Halo,1.00,1.00,0.20,1.00,1.00,0.14,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,10.00,1.00
2. Catch The Red Eye,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3. Cashew Later,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4. Duo Muso,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5. Good Vibes,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
6. Guarding Heaven,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8. Thumper Gold,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9. Twist Of Gold,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7. More Special,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Can't Be Done,0.48,0.21,0.17,0.22,0.48,0.13,1.00,0.33,1.00,0.00,0.50,0.00,0.00,0.38,0.75,0.00,0.60,1.00,0.83,1.00
2. Ghost Who Walks,0.53,0.31,0.08,0.20,0.53,0.12,0.57,0.75,0.67,0.43,0.60,0.00,0.00,0.38,0.80,0.50,0.71,0.75,0.23,0.00
3. Sneaky Chance,0.60,0.38,0.06,0.27,0.60,0.13,0.00,0.78,0.00,0.60,0.75,0.75,0.00,0.50,1.00,0.00,1.00,1.00,-0.18,0.00
4. Olga Louisa,0.37,0.27,0.02,0.13,0.37,0.12,0.00,0.33,0.25,0.37,0.41,0.47,0.00,0.42,0.11,0.50,0.23,0.00,0.13,1.00
5. Short Talk,0.50,0.23,0.17,0.31,0.50,0.07,0.63,0.43,0.80,0.00,0.00,0.00,0.00,0.33,1.00,0.00,1.00,0.00,1.25,0.00
6. Disco Donut,0.57,0.24,0.02,0.14,0.57,0.00,0.00,0.57,1.00,0.50,0.60,0.00,0.00,0.50,1.00,0.00,1.00,0.00,-0.07,1.00
7. Kelvin,0.33,0.20,0.02,0.13,0.33,0.05,0.00,0.17,0.00,0.22,0.00,0.00,0.00,0.32,0.38,0.00,0.38,0.08,-0.35,0.00
8. Sunnysilk,0.44,0.18,0.01,0.16,0.44,0.09,0.50,0.20,0.50,0.63,0.37,0.50,0.00,0.60,0.22,0.00,0.20,0.00,0.04,0.00
9. Wednesday,0.52,0.27,0.02,0.10,0.52,0.07,0.57,0.40,0.00,0.36,0.50,0.00,0.00,0.53,1.00,0.00,0.50,0.00,-0.33,1.00
1. Ginger Baker,0.52,0.24,0.01,0.13,0.52,0.06,0.60,0.42,0.60,0.22,0.43,0.25,0.00,0.33,0.83,1.00,0.88,0.60,-0.47,1.00
2. Henchard,0.67,0.27,0.13,0.25,0.67,0.17,0.40,0.56,0.50,0.60,1.00,1.00,0.00,0.70,0.50,0.00,0.50,1.00,-0.47,1.00
3. Keeper Sweet,0.45,0.32,0.17,0.20,0.45,0.18,0.50,0.69,0.67,0.43,0.67,0.67,0.00,0.53,0.20,0.00,0.20,0.00,0.00,0.00
4. All In Red,0.50,0.26,0.03,0.18,0.50,0.00,0.00,0.43,0.00,0.60,0.56,0.50,0.00,0.61,0.00,0.00,0.00,0.33,-0.04,0.00
5. Zadar Rock,0.36,0.26,0.25,0.27,0.36,0.22,0.50,0.43,0.50,0.00,0.33,0.00,0.00,0.40,0.00,0.00,0.00,1.00,0.35,1.00
7. Dad's Bigheaded,0.33,0.22,0.02,0.07,0.33,0.00,0.00,0.23,0.50,0.08,0.17,0.00,0.00,0.32,0.40,0.00,0.36,0.43,-0.63,0.00
8. Melarab,0.33,0.16,0.01,0.14,0.33,0.10,0.00,0.00,0.00,0.38,0.40,1.00,0.00,0.31,0.25,1.00,0.40,0.00,0.19,0.00
9. Bannana,0.75,0.33,0.03,0.25,0.75,0.14,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,-0.55,1.00
10. Censure,0.35,0.21,0.02,0.08,0.35,0.00,0.00,0.25,0.17,0.00,0.13,0.00,0.00,0.45,0.00,0.00,0.00,0.20,-0.54,0.00
11. Nick Of Time,0.33,0.19,0.02,0.03,0.33,0.00,0.00,0.17,0.00,0.17,0.13,0.00,0.00,0.26,0.57,0.25,0.45,0.00,-0.85,0.00
6. Pretty Friar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. That's Funny Az,0.47,0.17,0.02,0.27,0.47,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.47,0.40,1.00,0.45,0.50,0.71,0.00
2. He's A Parker,0.29,0.17,0.06,0.10,0.29,0.06,0.13,0.14,0.25,0.17,0.27,0.00,0.00,0.33,0.19,0.00,0.18,0.00,-0.45,0.00
3. Off Wego,0.59,0.27,0.03,0.19,0.59,0.12,1.00,0.64,0.25,0.44,0.50,0.50,0.00,0.76,0.00,0.00,0.00,0.60,0.14,0.00
4. Chuck A Luck,0.33,0.17,0.03,0.12,0.33,0.12,0.00,0.10,0.00,0.13,0.33,0.33,0.00,0.17,0.63,0.43,0.53,0.20,-0.23,0.00
