name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
7. Denga,0.2711864406779661,0.20454545454545456,0.015625,0.07,0.27,0.12,0.0,0.2,0.25,0.0,0.26666666666666666,0.0,0.0,0.2127659574468085,0.45454545454545453,0.0,0.45454545454545453,0.0,-0.58,0
3. Lucky Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1. Prepare For Change,0.375,0.1891891891891892,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.75,0.375,-1.0,0
2. Calico Kid,0.25,0.26666666666666666,0.0,0.0,0.25,0.11,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,-1.0,0
3. Delta Anne,0.06666666666666667,0.20454545454545456,0.0,0.0,0.07,0.0,0.0,0.07142857142857142,0.0,0.0,0.25,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.06666666666666667,-1.0,1
4. Denzoe,0.13333333333333333,0.18604651162790697,0.0,0.0,0.13,0.15,1.0,0.2,1.0,0.0,0.5,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.16666666666666666,-1.0,0
5. Alaskalot,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1
6. King Kauri,1.0,0.3333333333333333,0.0,0.0,1.0,0.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0
7. My Cover Girl,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
8. Red Rebel,0.0,0.2,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
9. Rockon Molly,0.25,0.21212121212121213,0.0,0.0,0.25,0.09,0.5,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.5,-1.0,1
11. Bill Selects,0.0,0.15384615384615385,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1
12. Crystal Rose,0.0,0.1111111111111111,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
10. Fashion Stakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1. Field Of Battle,0.3333333333333333,0.24,0.0,0.0,0.33,0.1,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4,-1.0,1
2. Royal Accolade,0.6666666666666666,0.3,0.0,0.0,0.67,0.02,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,-1.0,0
3. The Lucky Chip,0.0,0.19047619047619047,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1
4. Orchilla,0.09523809523809523,0.17647058823529413,0.0,0.0,0.1,0.09,1.0,0.07692307692307693,0.16666666666666666,0.4,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,-1.0,0
5. Missile Storm,0.6666666666666666,0.375,0.0,0.0,0.67,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,-1.0,1
6. Catch These Hands,0.3333333333333333,0.21428571428571427,0.0,0.0,0.33,0.12,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,-1.0,1
7. Musqueam,0.0,0.16666666666666666,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
10. Gapsbetweentheears,0.0,0.14814814814814814,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
11. La Patrona,0.0,0.16666666666666666,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
12. She's Fit,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8. Chase The Spirit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9. Cherished Trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
